title,vacancy_type,work_experience,salary,currency,region,salary_min,salary_max,exp_min,exp_max,salary_mean,exp_mean,country
Lead QA Automation Engineer (Blockchain DeFi),other,3–6 лет,з/п не указана,,Баку,0,0,3,6,0,5,Азербайджан
Fullstack Developer с навыками DevOps,SE,3–6 лет,з/п не указана,,Баку,0,0,3,6,0,5,Азербайджан
Python Developer,SE,1–3 года,з/п не указана,,Минск,0,0,1,3,0,2,Беларусь
Python Developer (Senior/Middle),SE,3–6 лет,от 2 000 USD на руки,USD,Минск,0,2000,3,6,1500,5,Беларусь
Senior Python Программист,other,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
Инженер-программист (Junior+/Middle Automation QA),SE,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
Программист,other,1–3 года,з/п не указана,,Минск,0,0,1,3,0,2,Беларусь
Senior Python developer,SE,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
Python Developer (Lead/Senior),SE,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
DevOps Engineer,other,1–3 года,от 2 000 до 3 500 USD на руки,USD,Минск,2000,3500,1,3,2750,2,Беларусь
Senior backend разработчик Python,SE,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
Backend Engineer (Python),other,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
"Python developer (преподаватель курсов ""Программирование на Python"")",SE,1–3 года,з/п не указана,,Минск,0,0,1,3,0,2,Беларусь
Python Developer,SE,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
Middle/Senior Python Developer,SE,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
Backend разработчик,SE,3–6 лет,от 2 500 до 3 000 USD на руки,USD,Минск,2500,3000,3,6,2750,5,Беларусь
Middle/Senior Python developer (remote),SE,3–6 лет,от 3 000 до 5 000 USD до вычета налогов,USD,Минск,3000,5000,3,6,4000,5,Беларусь
Trainee Ruby Developer,SE,1–3 года,з/п не указана,,Минск,0,0,1,3,0,2,Беларусь
Программист Python,other,не требуется,з/п не указана,,Минск,0,0,0,0,0,0,Беларусь
Middle Python developer,SE,1–3 года,з/п не указана,,Минск,0,0,1,3,0,2,Беларусь
Инженер по исследованиям/Photonics R&D Scientist,SE,1–3 года,з/п не указана,,Минск,0,0,1,3,0,2,Беларусь
Senior Backend Developer (Python),SE,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
Программист фронт JavaScript (Senior/Middle),WB,3–6 лет,от 1 500 USD на руки,USD,Минск,0,1500,3,6,1125,5,Беларусь
Odoo Developer,SE,1–3 года,от 2 500 USD на руки,USD,Минск,0,2500,1,3,1875,2,Беларусь
Middle / Senior Python developer,SE,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
Программист Python (Django),WB,1–3 года,з/п не указана,,Минск,0,0,1,3,0,2,Беларусь
DevOps Engineer Platform (Минск),other,1–3 года,з/п не указана,,Минск,0,0,1,3,0,2,Беларусь
Game/Backend Team Lead,other,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
C++ Gameplay Developer,SE,1–3 года,з/п не указана,,Минск,0,0,1,3,0,2,Беларусь
DIOps Engineer (Минск),other,1–3 года,з/п не указана,,Минск,0,0,1,3,0,2,Беларусь
Senior Product Analyst,other,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
Системный архитектор / системный аналитик,DA,3–6 лет,от 2 500 бел. руб. на руки,RUB,Минск,0,2500,3,6,1875,5,Беларусь
Deep Learning and Computer Vision Engineer,DL,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
DataBase Administrator (Минск),other,1–3 года,з/п не указана,,Минск,0,0,1,3,0,2,Беларусь
Product Analyst,other,1–3 года,з/п не указана,,Могилев,0,0,1,3,0,2,Беларусь
Математик-программист,other,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
Математик-программист,other,3–6 лет,з/п не указана,,Гродно,0,0,3,6,0,5,Беларусь
Математик-программист,other,3–6 лет,з/п не указана,,Витебск,0,0,3,6,0,5,Беларусь
DevOps Engineer at Cycode,other,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
PHP-разработчик,SE,1–3 года,з/п не указана,,Минск,0,0,1,3,0,2,Беларусь
Senior Fraud Analyst,other,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
Back-End Developer at Cycode,SE,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
Senior DevOps Engineer,other,более 6 лет,з/п не указана,,Минск,0,0,6,6,0,6,Беларусь
"Senior Full-stack Engineer, RAVE Tooling (Mapping Tools)",other,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
Data Scientist,DS,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
Senior Data Engineer - POI,other,более 6 лет,з/п не указана,,Минск,0,0,6,6,0,6,Беларусь
DevOps Engineer,other,1–3 года,з/п не указана,,Минск,0,0,1,3,0,2,Беларусь
Senior Software Tester,other,более 6 лет,з/п не указана,,Минск,0,0,6,6,0,6,Беларусь
Head of Testing Group,other,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
Ведущий ITSM разработчик,SE,более 6 лет,з/п не указана,,Минск,0,0,6,6,0,6,Беларусь
Инженер-физик/Photonics R&D,SE,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
R&D Engineer,other,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
Технический художник / Tech Artist,other,1–3 года,з/п не указана,,Минск,0,0,1,3,0,2,Беларусь
"Search Insights Specialist, RAVE",other,1–3 года,з/п не указана,,Минск,0,0,1,3,0,2,Беларусь
ML Engineer Team Lead,other,1–3 года,з/п не указана,,Варшава,0,0,1,3,0,2,Польша
Trading strategy consultant/developer (Quant),SE,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
Test Automation Engineer,other,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
QA Engineer (middle/senior),other,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
Trainee .Net Developer,SE,1–3 года,з/п не указана,,Могилев,0,0,1,3,0,2,Беларусь
DevOps Engineer,other,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
Big Data Engineer,BD,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
Технический художник / Tech Artist,other,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
Automation QA Engineer (FinTech & BlockChain),other,1–3 года,з/п не указана,,Минск,0,0,1,3,0,2,Беларусь
Senior/Lead C++ developer,SE,более 6 лет,з/п не указана,,Минск,0,0,6,6,0,6,Беларусь
Senior QA Backend Full-Stack,other,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
Middle QA Backend Full-Stack,other,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
Middle QA Mobile Full-Stack,other,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
Senior QA Mobile Full-Stack,other,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
Android Middle Developer,SE,1–3 года,з/п не указана,,Минск,0,0,1,3,0,2,Беларусь
ML engineer,other,1–3 года,з/п не указана,,Варшава,0,0,1,3,0,2,Польша
Lead Observability Engineer,other,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
Lead QA Automation Engineer (Blockchain DeFi),other,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
Разработчик Back end developer / Full stack developer / IT administrator С# (Remote),SE,1–3 года,з/п не указана,,Минск,0,0,1,3,0,2,Беларусь
Product owner / Product manager (Remote),other,1–3 года,з/п не указана,,Минск,0,0,1,3,0,2,Беларусь
QA Automation Engineer (Python),other,1–3 года,з/п не указана,,Минск,0,0,1,3,0,2,Беларусь
Project Manager,other,1–3 года,з/п не указана,,Минск,0,0,1,3,0,2,Беларусь
Senior DevOps,other,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
Инженер-программист,SE,1–3 года,от 1 400 бел. руб. на руки,RUB,Минск,0,1400,1,3,1050,2,Беларусь
Data Engineer/ETL Developer,SE,1–3 года,з/п не указана,,Минск,0,0,1,3,0,2,Беларусь
Game Data Analyst,DA,1–3 года,з/п не указана,,Гомель,0,0,1,3,0,2,Беларусь
Data Analyst (to Montenegro),DA,1–3 года,з/п не указана,,Минск,0,0,1,3,0,2,Беларусь
Automation QA Engineer (Senior),other,3–6 лет,от 2 500 USD на руки,USD,Минск,0,2500,3,6,1875,5,Беларусь
ELK support engineer,other,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
Technical Consultant,other,1–3 года,з/п не указана,,Минск,0,0,1,3,0,2,Беларусь
Microsoft Database / BI Senior Developer,SE,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
Automation Software Engineer,other,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
QA Automation Engineer_Erp.aero,other,1–3 года,з/п не указана,,Гомель,0,0,1,3,0,2,Беларусь
Fullstack Developer с навыками DevOps,SE,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
React Native/React developer with Python,SE,1–3 года,з/п не указана,,Минск,0,0,1,3,0,2,Беларусь
Senior Project manager,other,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
React Native/React developer,SE,1–3 года,з/п не указана,,Минск,0,0,1,3,0,2,Беларусь
Senior DevOps Engineer / Cloud Solution Architect,other,3–6 лет,от 6 000 до 9 000 USD на руки,USD,Минск,6000,9000,3,6,7500,5,Беларусь
Системный администратор,other,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
Automation QA Engineer / Software Development Engineer in Test,SE,1–3 года,з/п не указана,,Минск,0,0,1,3,0,2,Беларусь
Senior Front developer (React),SE,более 6 лет,з/п не указана,,Минск,0,0,6,6,0,6,Беларусь
Backend Developer (PHP),SE,1–3 года,з/п не указана,,Минск,0,0,1,3,0,2,Беларусь
SRE/System administrator,other,3–6 лет,з/п не указана,,Минск,0,0,3,6,0,5,Беларусь
Junior Python-разработчик,SE,1–3 года,от 800 до 1 500 USD на руки,USD,Брест,800,1500,1,3,1150,2,Беларусь
Cтажёр-разработчик автоматизированных тестов,SE,не требуется,з/п не указана,,Минск,0,0,0,0,0,0,Беларусь
